CustomerID,Coverage,Education,EmploymentStatus,Gender,Income,Location.Geo,Location.Code,Marital.Status,Monthly.Premium.Auto,Months.Since.Last.Claim,Months.Since.Policy.Inception,Number.of.Open.Complaints,Number.of.Policies,Policy.Type,Policy,Renew.Offer.Type,Sales.Channel,Total.Claim.Amount,Vehicle.Class,Vehicle.Size,Customer.Lifetime.Value
650,Basic,High School or Below,Employed,F,93884,"17.4,78.9",Suburban,Married,65,7,10,0,1,Personal Auto,Personal L3,Offer4,Branch,312,Four-Door Car,3,low
6506,Basic,College,Employed,F,50516,"13,81",Urban,Married,62,34,95,0,1,Personal Auto,Personal L3,Offer1,Branch,179.633818,Four-Door Car,2,low
7,Basic,Bachelor,Unemployed,F,0,"16.8,78.7",Urban,Married,65,26,62,0,2,NA,Special L2,Offer1,Agent,279.715067,Four-Door Car,2,low
9529,Extended,High School or Below,Employed,F,60884,"29.1,76.9",Rural,Single,76,16,6,0,4,NA,Personal L2,Offer2,Web,37.28874,Four-Door Car,2,low
7453,Extended,College,Disabled,M,27972,"17.4,79.1",Urban,Married,90,13,7,0,8,Corporate Auto,Corporate L3,Offer3,Call Center,240.318607,Two-Door Car,2,low
9204,Basic,College,Unemployed,F,0,"16.8,77.4",Suburban,Divorced,64,13,64,0,4,Corporate Auto,Corporate L3,Offer1,Branch,307.2,Four-Door Car,3,low
11321,Extended,Master,Employed,M,60244,"17.5,78.7",Urban,Married,83,3,72,3,1,Corporate Auto,Corporate L3,Offer3,Agent,326.281835,Four-Door Car,2,low
8181,NA,High School or Below,Employed,M,76514,"22.3,88",Suburban,Married,111,25,17,0,9,Personal Auto,Personal L3,Offer2,Call Center,631.124372,Four-Door Car,1,high
11010,Extended,Master,Employed,M,60646,"19.5,72.5",Suburban,Married,134,31,42,0,2,Personal Auto,Personal L3,Offer2,Agent,643.2,SUV,2,high
10732,Basic,College,Employed,M,36313,"18.6,71.4",Urban,Married,NA,26,52,NA,3,Personal Auto,Personal L1,Offer3,Agent,218.717113,Four-Door Car,2,low
4675,Basic,High School or Below,Employed,F,42045,"19,73.9",Rural,Married,103,7,12,0,3,Personal Auto,Personal L2,Offer1,Agent,40.839965,SUV,2,low
10612,Extended,Bachelor,Unemployed,M,0,"13.2,81.4",Suburban,Single,95,32,69,0,2,Special Auto,Special L3,Offer2,Call Center,684,Two-Door Car,2,high
3661,Basic,Bachelor,Unemployed,F,0,"22.6,89.1",Suburban,Single,73,8,63,0,1,Personal Auto,Personal L3,Offer4,Branch,376.923839,Four-Door Car,2,low
10310,Basic,College,Employed,M,56481,"19,72.4",Suburban,Married,74,12,47,0,2,Corporate Auto,Corporate L2,Offer1,Branch,380.036697,Two-Door Car,3,low
1580,Extended,High School or Below,Employed,F,51833,"12.9,81.2",Urban,Married,98,13,80,NA,1,NA,Personal L2,Offer1,Agent,459.048775,Four-Door Car,2,low
2890,Basic,High School or Below,Disabled,F,11432,"22.4,87.9",Suburban,Married,119,11,9,0,2,Special Auto,Special L2,Offer2,Agent,571.2,SUV,3,high
6751,Extended,High School or Below,Employed,M,78108,"19.3,72.9",Suburban,Single,98,12,34,0,1,NA,Personal L3,Offer2,Agent,470.4,Two-Door Car,3,low
9234,Extended,Doctor,Disabled,F,19429,"28.9,77.5",Suburban,Married,122,18,21,0,9,Special Auto,Special L1,Offer1,Branch,683.45551,SUV,3,high
11389,Basic,College,Employed,F,47306,"19.2,72.7",Rural,Married,74,8,18,0,3,Corporate Auto,Corporate L2,Offer4,Branch,97.723235,Four-Door Car,2,low
1553,Premium,Bachelor,Employed,F,40006,"19,73.2",Rural,Divorced,114,34,18,1,7,Personal Auto,Personal L2,Offer1,Branch,132.568435,Two-Door Car,2,high
8725,Basic,Bachelor,Employed,F,79297,"17.9,80.1",Urban,Married,NA,14,44,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,164.328953,Four-Door Car,3,low
11144,Basic,Bachelor,Employed,F,77803,"17.4,77.5",Urban,Married,63,30,18,0,2,Personal Auto,Personal L3,Offer2,Agent,217.554695,Four-Door Car,2,high
7078,Premium,Doctor,Employed,F,41854,"13.9,80.9",Urban,Married,110,17,44,0,8,Personal Auto,Personal L3,Offer1,Agent,481.269644,Four-Door Car,2,low
997,Basic,College,Unemployed,M,0,"19.2,71.1",Suburban,Single,67,35,27,NA,8,NA,Personal L2,Offer1,Agent,624.980751,Two-Door Car,3,low
3058,Basic,High School or Below,Disabled,M,14209,"18.9,73.2",Suburban,Married,62,34,36,0,2,Personal Auto,Personal L3,Offer3,Web,297.6,Four-Door Car,2,high
2540,Basic,High School or Below,Medical Leave,F,18606,"17.5,78.5",Suburban,Married,110,12,45,1,1,Personal Auto,Personal L3,Offer3,Agent,568.844905,SUV,2,low
2055,Extended,High School or Below,Unemployed,M,0,"28.9,76.8",Suburban,Married,138,18,30,4,1,Special Auto,Special L2,Offer1,Call Center,667.2,SUV,1,low
9410,Basic,Bachelor,Employed,F,41043,"18,78.3",Urban,Married,72,18,84,0,5,Corporate Auto,Corporate L2,Offer3,Branch,317.109447,Four-Door Car,2,low
5377,Basic,Bachelor,Employed,M,76358,"17.1,78.9",Rural,Married,66,25,3,0,2,Personal Auto,Personal L1,Offer3,Agent,86.461582,Four-Door Car,2,high
5284,NA,Bachelor,Employed,F,34837,"18.8,73.3",Rural,Married,63,32,27,0,2,Personal Auto,Personal L1,Offer1,Agent,72.828431,Four-Door Car,2,low
2830,Basic,Bachelor,Employed,M,35095,"19.1,71.6",Suburban,Divorced,NA,25,56,0,2,Special Auto,Special L3,Offer2,Call Center,525.6,Two-Door Car,3,high
6859,Basic,Master,Employed,M,36007,"19.5,74.1",Suburban,Married,70,14,85,0,2,Personal Auto,Personal L2,Offer1,Branch,336,Four-Door Car,3,high
3781,Basic,College,Employed,M,87840,"19.7,71.1",Rural,Married,118,22,42,1,3,Personal Auto,Personal L3,Offer1,Call Center,161.590594,SUV,2,high
2687,NA,High School or Below,Employed,M,30027,"18.5,71.8",Suburban,Married,65,13,10,0,1,Personal Auto,Personal L3,Offer2,Branch,312,Four-Door Car,2,low
3686,Basic,Bachelor,Employed,M,78618,"17.7,78.3",Urban,Divorced,NA,7,56,0,1,Special Auto,Special L3,Offer1,Agent,225.578841,Two-Door Car,2,low
2470,Extended,High School or Below,Retired,F,20993,"17.1,79.5",Suburban,Divorced,133,13,83,2,1,Corporate Auto,Corporate L3,Offer1,Branch,667.2,SUV,2,low
9030,Premium,Master,Employed,F,54702,"29.5,78.1",Suburban,Married,199,5,42,0,1,Personal Auto,Personal L3,Offer4,Agent,955.2,SUV,2,low
3937,Basic,Bachelor,Unemployed,F,0,"17,78.1",Suburban,Single,71,31,52,0,4,Corporate Auto,Corporate L2,Offer1,Branch,511.2,Four-Door Car,3,low
33,Premium,Master,Employed,F,26245,"21.8,89.8",Rural,Single,110,6,43,0,1,Personal Auto,Personal L3,Offer4,Call Center,44.284642,Two-Door Car,2,low
9673,NA,Bachelor,Disabled,F,23474,"29.1,78.6",Suburban,Married,100,4,63,0,1,Personal Auto,Personal L2,Offer1,Agent,489.6,Sports Car,2,low
10714,Extended,College,Employed,M,41273,"18.5,72",Rural,Married,77,3,32,1,1,Corporate Auto,Corporate L3,Offer2,Agent,18.918935,Two-Door Car,2,low
6647,Extended,High School or Below,Employed,F,24213,"22.7,89.5",Suburban,Single,78,11,28,1,2,Personal Auto,Personal L3,Offer2,Agent,374.4,Four-Door Car,2,high
124,Extended,Doctor,Employed,F,76506,"28.1,75.4",Suburban,Divorced,89,35,65,0,8,Personal Auto,Personal L3,Offer2,Call Center,427.2,Two-Door Car,3,low
11106,NA,High School or Below,Employed,F,66023,"19.2,72.4",Urban,Married,NA,24,27,0,1,Personal Auto,Personal L1,Offer4,Agent,184.955105,Four-Door Car,2,low
1628,NA,Bachelor,Employed,M,22103,"19.2,72.4",Urban,Married,101,11,54,0,2,Personal Auto,Personal L2,Offer4,Branch,367.230882,Two-Door Car,2,high
1595,Basic,High School or Below,Employed,F,44719,"18.7,73",Suburban,Married,193,12,17,0,2,Personal Auto,Personal L3,Offer1,Agent,1328.839129,Luxury Car,3,high
9333,Basic,Master,Employed,M,90353,"12.9,79.9",Rural,Married,70,3,64,0,7,Personal Auto,Personal L1,Offer2,Branch,72.617605,Two-Door Car,2,low
5695,Basic,Master,Employed,F,36706,"28.7,76.7",Rural,Married,71,2,32,0,1,Personal Auto,Personal L2,Offer2,Branch,107.325235,Two-Door Car,2,low
6209,Premium,Bachelor,Employed,M,88854,"28.5,77.4",Suburban,Single,118,6,50,0,2,Personal Auto,Personal L2,Offer1,Branch,715.252366,Two-Door Car,2,high
534,Basic,College,Unemployed,F,0,"17.7,79.3",Rural,Divorced,64,18,59,0,2,Personal Auto,Personal L3,Offer1,Agent,40.44586,Two-Door Car,2,low
3535,Basic,Bachelor,Medical Leave,M,10237,"18.7,71.6",Urban,Married,72,31,97,NA,1,Personal Auto,Personal L2,Offer2,Call Center,253.637853,Two-Door Car,2,low
4762,Extended,Bachelor,Unemployed,M,0,"18.3,78.6",Suburban,Single,90,21,21,0,2,NA,Personal L1,Offer1,Agent,432,Four-Door Car,2,high
5692,Extended,High School or Below,Unemployed,M,0,"13.4,79.2",Suburban,Single,91,15,53,0,6,Personal Auto,Personal L3,Offer1,Agent,545.240341,Two-Door Car,3,low
7778,Basic,College,Employed,F,25398,"19,71.8",Suburban,Married,74,23,2,0,3,NA,Personal L3,Offer4,Branch,465.922152,Four-Door Car,1,low
3541,Basic,High School or Below,Unemployed,M,0,"17.3,76.4",Suburban,Single,NA,0,66,0,7,Personal Auto,Personal L1,Offer1,Branch,1138.687583,SUV,2,low
10733,Basic,High School or Below,Employed,M,97735,"19,74.3",Urban,Divorced,73,24,26,0,1,Corporate Auto,Corporate L2,Offer2,Branch,188.667196,Four-Door Car,2,low
7856,Basic,Master,Employed,F,60415,"17.1,78.3",Rural,Divorced,62,10,31,0,5,Personal Auto,Personal L3,Offer2,Branch,72.665253,Two-Door Car,3,low
2949,Extended,Bachelor,Employed,F,48567,"18.7,72",Suburban,Single,130,12,15,0,1,Corporate Auto,Corporate L2,Offer2,Agent,624,SUV,2,low
10281,NA,College,Retired,M,28215,"19.5,73.5",Suburban,Single,65,15,26,0,3,Personal Auto,Personal L3,Offer1,Agent,468,Two-Door Car,2,low
4512,Extended,High School or Below,Employed,F,96162,"21.9,88.5",Urban,Single,97,9,91,0,4,Corporate Auto,Corporate L3,Offer2,Agent,376.569009,Four-Door Car,3,low
5063,Extended,High School or Below,Employed,M,60613,"22.8,86.6",Suburban,Single,240,3,52,0,1,Personal Auto,Personal L1,Offer4,Call Center,1152,Luxury Car,3,high
10640,Extended,Master,Employed,F,84629,"29,76.5",Urban,Married,90,19,17,0,5,Personal Auto,Personal L3,Offer2,Web,411.671832,Four-Door Car,1,low
3540,Basic,Bachelor,Disabled,M,14174,"28.4,78.1",Suburban,Married,72,1,62,0,8,Personal Auto,Personal L1,Offer1,Call Center,345.6,Four-Door Car,2,low
8211,Basic,Bachelor,Employed,F,56481,"22.1,88.8",Urban,Married,106,7,17,0,3,Personal Auto,Personal L1,Offer1,Branch,273.250112,SUV,2,low
2794,Extended,High School or Below,Disabled,M,15871,"28.4,77",Suburban,Married,89,20,19,0,4,Personal Auto,Personal L2,Offer4,Branch,427.2,Four-Door Car,2,low
2936,Basic,Doctor,Employed,M,46896,"12.8,81.5",Rural,Married,62,9,33,1,4,Personal Auto,Personal L3,Offer2,Agent,31.707317,Four-Door Car,2,low
1294,NA,Bachelor,Medical Leave,M,18107,"28.2,75.2",Suburban,Married,NA,11,68,0,8,NA,Personal L3,Offer1,Agent,295.223164,Four-Door Car,2,low
1782,Extended,High School or Below,Disabled,M,16450,"17.6,78.4",Suburban,Married,128,6,81,0,1,Corporate Auto,Corporate L3,Offer1,Branch,871.484565,SUV,2,low
11020,Basic,College,Unemployed,M,0,"19.2,74.2",Suburban,Married,100,15,96,1,1,NA,Personal L3,Offer1,Agent,720,SUV,2,low
418,Basic,Doctor,Unemployed,F,0,"13.3,81",Suburban,Married,109,19,2,0,3,NA,Corporate L3,Offer1,Call Center,723.786607,SUV,2,low
9393,Basic,Bachelor,Unemployed,F,0,"19,72.6",Suburban,Single,64,12,48,0,2,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,2,high
8016,Basic,Bachelor,Employed,M,24825,"17.5,80",Rural,Married,64,34,44,0,1,Personal Auto,Personal L3,Offer2,Branch,155.938593,Two-Door Car,2,low
6593,Basic,Bachelor,Unemployed,M,0,"18.9,71.2",Suburban,Single,66,7,59,0,2,Personal Auto,Personal L3,Offer1,Agent,439.701118,Four-Door Car,2,low
5298,Basic,High School or Below,Employed,F,31972,"19.1,73.1",Suburban,Married,70,4,89,0,3,Personal Auto,Personal L3,Offer1,Call Center,416.2618,Four-Door Car,3,low
9892,Extended,Bachelor,Disabled,M,13207,"12.4,81.3",Urban,Married,137,16,82,2,3,Personal Auto,Personal L1,Offer1,Agent,392.920864,SUV,2,high
7489,Premium,High School or Below,Employed,M,90343,"18.6,72.6",Urban,Single,175,11,68,0,3,Personal Auto,Personal L2,Offer1,Branch,833.072722,SUV,2,high
349,Premium,College,Unemployed,F,0,"19.6,72.8",Suburban,Divorced,NA,1,68,1,2,Corporate Auto,Corporate L1,Offer1,Agent,772.8,SUV,2,high
9626,Basic,High School or Below,Unemployed,F,0,"17.4,79.1",Suburban,Married,73,9,14,0,2,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,2,low
7164,Extended,College,Employed,M,68025,"18.4,74.6",Suburban,Divorced,91,15,17,0,2,Personal Auto,Personal L2,Offer1,Branch,436.8,Four-Door Car,2,high
733,Basic,College,Unemployed,M,0,"22.1,87.9",Rural,Married,100,1,25,0,4,NA,Personal L2,Offer1,Branch,61.580247,Sports Car,3,low
10603,Extended,High School or Below,Employed,F,86195,"19.8,74",Urban,Married,139,12,10,0,3,Special Auto,Special L2,Offer1,Agent,601.667902,SUV,2,high
8491,Extended,Master,Employed,M,91268,"22.2,88.5",Urban,Married,229,32,62,0,5,Corporate Auto,Corporate L2,Offer2,Agent,737.737825,Luxury Car,3,high
4912,Extended,High School or Below,Employed,F,42056,"17.3,77.7",Urban,Married,78,21,2,0,1,Personal Auto,Personal L3,Offer1,Agent,221.951098,Four-Door Car,1,low
9952,Extended,Doctor,Employed,F,38500,"17.5,78.4",Urban,Married,99,26,49,1,1,Corporate Auto,Corporate L2,Offer1,Agent,423.286512,Four-Door Car,1,low
6150,Basic,College,Employed,M,62464,"17.3,78",Urban,Married,109,23,45,0,4,Personal Auto,Personal L3,Offer2,Agent,400.181882,Sports Car,2,low
587,Extended,High School or Below,Employed,F,66676,"19,73.1",Suburban,Married,97,0,40,0,1,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,3,low
3941,Basic,College,Employed,F,64502,"18.9,72.8",Rural,Married,70,22,49,0,2,Personal Auto,Personal L3,Offer2,Call Center,39.336222,Two-Door Car,2,low
1488,Basic,College,Unemployed,F,0,"13.8,79.1",Suburban,Single,74,3,95,0,7,Personal Auto,Personal L3,Offer3,Web,532.8,Two-Door Car,2,low
8557,Extended,College,Employed,F,47730,"16.7,78.3",Rural,Divorced,91,12,52,0,2,Personal Auto,Personal L3,Offer3,Call Center,219.440024,Four-Door Car,2,high
3039,Basic,College,Employed,F,81565,"18.7,72.4",Urban,Married,71,19,54,0,1,Personal Auto,Personal L2,Offer2,Branch,190.642833,Four-Door Car,2,low
8177,Extended,High School or Below,Employed,F,68563,"17.2,78.4",Urban,Married,131,6,44,1,3,Personal Auto,Personal L2,Offer4,Call Center,350.097052,SUV,3,high
1686,Basic,High School or Below,Unemployed,M,0,"18.6,72.3",Suburban,Single,74,18,58,0,2,Personal Auto,Personal L3,Offer1,Agent,811.086484,Four-Door Car,2,high
1396,Extended,High School or Below,Disabled,M,16711,"19,72.1",Suburban,Married,91,29,50,1,1,Personal Auto,Personal L3,Offer1,Call Center,580.622219,Four-Door Car,2,low
9288,Basic,Bachelor,Medical Leave,M,23577,"28,76.1",Rural,Married,68,1,67,NA,2,Personal Auto,Personal L3,Offer2,Agent,91.815153,Four-Door Car,2,low
6925,Extended,Bachelor,Disabled,M,22076,"29,76.4",Suburban,Single,NA,30,53,0,1,Personal Auto,Personal L2,Offer1,Web,422.765363,Four-Door Car,2,low
4441,Basic,High School or Below,Employed,F,58577,"19.1,73.7",Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,2,low
10353,Basic,Doctor,Employed,M,70837,"19.1,71.8",Suburban,Married,73,7,19,4,3,Personal Auto,Personal L3,Offer2,Agent,362.743231,Four-Door Car,3,low
3251,Basic,Bachelor,Employed,F,73054,"19.2,73.3",Urban,Married,106,34,36,1,2,Corporate Auto,Corporate L3,Offer1,Branch,419.365958,SUV,2,high
10289,Extended,College,Employed,F,68727,"22.4,87.2",Urban,Married,94,19,76,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,386.520235,Two-Door Car,1,low
525,Extended,High School or Below,Disabled,M,20132,"22.7,89",Suburban,Divorced,86,5,61,3,2,Corporate Auto,Corporate L3,Offer1,Branch,412.8,Four-Door Car,3,low
2635,Extended,High School or Below,Unemployed,M,0,"17,78.2",Rural,Married,79,3,66,0,9,NA,Personal L2,Offer4,Agent,50.447629,Two-Door Car,1,low
11180,Basic,Doctor,Employed,M,33947,"17.5,78.6",Urban,Married,66,10,48,1,1,Personal Auto,Personal L3,Offer2,Web,192.213037,Four-Door Car,2,low
4110,Basic,College,Disabled,M,12495,"18.8,72.6",Suburban,Divorced,65,32,62,0,1,NA,Personal L3,Offer1,Call Center,312,Four-Door Car,2,low
4028,Basic,Bachelor,Employed,F,36554,"18.5,72.7",Suburban,Married,107,6,17,0,3,Personal Auto,Personal L3,Offer1,Agent,588.265049,SUV,2,low
6678,Basic,College,Employed,F,50800,"17.7,78.3",Suburban,Married,112,1,45,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,621.218119,Sports Car,2,high
6958,NA,High School or Below,Unemployed,F,0,"17,77.4",Suburban,Single,NA,3,91,0,3,NA,Special L3,Offer3,Agent,460.8,Two-Door Car,3,low
3009,Basic,College,Employed,M,54833,"17.7,77.1",Suburban,Married,198,22,92,3,3,Corporate Auto,Corporate L3,Offer3,Agent,1396.702365,Luxury Car,1,high
7960,Extended,Bachelor,Disabled,M,11538,"18.8,73.7",Suburban,Married,82,35,22,0,2,Corporate Auto,Corporate L3,Offer3,Call Center,393.6,Four-Door Car,2,high
3232,Basic,Bachelor,Medical Leave,M,26334,"19,72.7",Suburban,Single,71,9,94,0,3,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,2,low
7167,Extended,College,Employed,F,33432,"17.5,79.5",Rural,Single,90,28,43,0,2,Corporate Auto,Corporate L3,Offer1,Agent,161.423101,Two-Door Car,2,high
10768,Basic,Doctor,Unemployed,F,0,"19.1,72.5",Rural,Married,73,1,38,1,7,Personal Auto,Personal L2,Offer1,Call Center,107.325235,Two-Door Car,2,low
7731,Basic,College,Employed,F,48203,"19,72",Suburban,Divorced,66,20,47,0,6,Personal Auto,Personal L2,Offer4,Call Center,413.238845,Four-Door Car,2,low
9556,Extended,Doctor,Employed,M,23576,"18.6,72.4",Urban,Married,89,8,72,0,2,Personal Auto,Personal L3,Offer2,Web,383.508096,Four-Door Car,2,high
8341,Basic,Bachelor,Unemployed,M,0,"19.9,73.8",Suburban,Married,106,18,65,0,7,Corporate Auto,Corporate L2,Offer1,Call Center,529.881344,SUV,2,low
7995,Premium,Bachelor,Employed,F,22799,"28.6,77.2",Suburban,Married,190,10,75,0,6,Corporate Auto,Corporate L1,Offer2,Branch,912,SUV,2,high
9936,Basic,Bachelor,Unemployed,M,0,"19.7,73.1",Suburban,Divorced,72,3,64,0,3,Corporate Auto,Corporate L1,Offer3,Agent,345.6,Four-Door Car,1,low
1000,Basic,High School or Below,Unemployed,M,0,"12.8,78.8",Suburban,Single,64,11,85,0,1,Personal Auto,Personal L3,Offer4,Branch,662.69318,Four-Door Car,2,low
1781,Basic,Bachelor,Employed,M,44524,"17.4,80.3",Urban,Married,70,28,42,0,2,Personal Auto,Personal L3,Offer4,Web,200.768848,Four-Door Car,2,high
3996,Basic,High School or Below,Employed,F,29822,"13.5,80.8",Suburban,Single,61,17,44,0,2,Personal Auto,Personal L2,Offer2,Agent,292.8,Two-Door Car,2,high
3777,Basic,High School or Below,Employed,F,65096,"17.5,78.4",Suburban,Married,67,3,81,3,8,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,2,low
5060,Basic,Bachelor,Employed,M,61953,"28.4,77.6",Urban,Divorced,113,5,63,0,1,Personal Auto,Personal L3,Offer3,Branch,497.047297,SUV,2,low
2335,Extended,Doctor,Employed,M,27458,"17.7,77.5",Suburban,Divorced,131,0,37,0,5,Personal Auto,Personal L3,Offer1,Agent,825.416826,Sports Car,2,high
3995,Basic,Master,Employed,M,45181,"17.8,80.2",Suburban,Married,65,21,68,0,1,Personal Auto,Personal L2,Offer4,Call Center,312,Four-Door Car,2,low
73,Premium,High School or Below,Unemployed,M,0,"17.5,78.3",Suburban,Married,NA,25,5,0,1,Personal Auto,Personal L3,Offer2,Web,1027.000029,SUV,2,low
2786,Basic,High School or Below,Employed,M,97917,"16.7,76.8",Urban,Single,67,14,32,5,3,Personal Auto,Personal L2,Offer4,Agent,279.184512,Two-Door Car,2,low
8010,Basic,Master,Unemployed,M,0,"29.7,77.7",Suburban,Divorced,68,21,59,0,7,Personal Auto,Personal L1,Offer1,Branch,689.282166,Four-Door Car,3,low
6939,Basic,College,Employed,F,99185,"19,73.9",Urban,Married,115,8,19,0,3,Corporate Auto,Corporate L3,Offer2,Call Center,449.428182,SUV,2,high
5648,Extended,Bachelor,Unemployed,F,0,"19.1,71.5",Suburban,Married,77,13,57,0,9,Personal Auto,Personal L1,Offer3,Web,369.6,Four-Door Car,2,low
8745,Basic,Doctor,Employed,M,24317,"18.8,73",Suburban,Married,73,2,35,1,3,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,Four-Door Car,2,low
8313,NA,Master,Employed,M,23692,"18.9,72.7",Suburban,Married,67,29,62,0,1,Personal Auto,Personal L3,Offer1,Web,312,Two-Door Car,2,low
2530,Premium,High School or Below,Employed,M,76184,"12.8,80.6",Suburban,Married,111,23,19,0,3,Corporate Auto,Corporate L3,Offer2,Agent,532.8,Two-Door Car,3,high
3409,NA,Doctor,Employed,F,81350,"22.6,89.2",Rural,Married,73,19,25,0,2,Personal Auto,Personal L1,Offer1,Branch,76.112618,Four-Door Car,1,low
4517,NA,High School or Below,Employed,M,69442,"29,76.9",Suburban,Married,118,26,6,3,3,Personal Auto,Personal L1,Offer3,Branch,1265.570302,Four-Door Car,3,high
4549,Basic,Bachelor,Employed,M,75217,"12.5,81.1",Rural,Single,61,12,47,1,2,Personal Auto,Personal L3,Offer3,Branch,147.080303,Four-Door Car,2,low
5071,Basic,High School or Below,Unemployed,M,0,"22.9,89.3",Suburban,Single,70,18,46,NA,2,Corporate Auto,Corporate L1,Offer1,Agent,712.619939,Four-Door Car,2,high
4605,Extended,Master,Employed,M,72517,"16.7,78.2",Suburban,Married,126,0,61,0,2,Personal Auto,Personal L3,Offer1,Call Center,604.8,SUV,2,high
6591,Extended,High School or Below,Employed,M,26050,"19.5,70.5",Suburban,Married,97,4,51,0,1,Personal Auto,Personal L3,Offer2,Branch,465.6,Four-Door Car,3,low
2586,Basic,High School or Below,Disabled,F,18884,"16.7,77.1",Suburban,Divorced,64,21,90,0,2,NA,Personal L3,Offer1,Branch,307.2,Four-Door Car,3,low
7429,NA,Bachelor,Medical Leave,M,23870,"22.7,87.6",Urban,Married,74,10,96,0,1,Personal Auto,Personal L3,Offer2,Call Center,200.812425,Two-Door Car,1,low
9231,Basic,Bachelor,Employed,M,75644,"16.6,78.3",Suburban,Divorced,65,5,68,3,9,Personal Auto,Personal L3,Offer2,Branch,467.803638,Two-Door Car,2,low
3830,Extended,Bachelor,Employed,M,42314,"18.9,72.6",Rural,Married,80,23,78,0,3,Personal Auto,Personal L3,Offer3,Web,56.39419,Four-Door Car,3,low
9866,Basic,Bachelor,Employed,M,25998,"18.8,73.2",Suburban,Married,71,16,38,0,2,Personal Auto,Personal L1,Offer2,Call Center,791.878042,Four-Door Car,2,low
8391,Basic,Bachelor,Employed,M,99824,"18.8,72.3",Suburban,Married,63,1,56,0,1,Special Auto,Special L2,Offer1,Agent,302.4,Four-Door Car,2,low
4403,Extended,Master,Unemployed,F,0,"17,78.2",Suburban,Single,122,15,47,0,9,Corporate Auto,Corporate L3,Offer1,Branch,650.52179,Sports Car,2,high
7912,Extended,Bachelor,Employed,F,33255,"18.9,72.5",Suburban,Divorced,139,5,31,0,1,Corporate Auto,Corporate L3,Offer3,Agent,667.2,SUV,3,low
9181,Basic,Bachelor,Employed,M,51144,"12.9,79.7",Urban,Married,61,28,32,1,9,Personal Auto,Personal L3,Offer1,Agent,223.305224,Two-Door Car,2,low
662,Extended,Master,Employed,F,47197,"17.2,78.9",Rural,Married,81,19,91,0,2,Corporate Auto,Corporate L2,Offer2,Agent,76.112618,Four-Door Car,2,high
4562,Basic,College,Employed,M,58729,"19.5,72.9",Rural,Married,68,2,67,2,1,Corporate Auto,Corporate L3,Offer1,Web,94.845076,Four-Door Car,2,low
3645,Basic,Bachelor,Unemployed,F,0,"18.9,73.1",Suburban,Single,106,3,95,0,5,Personal Auto,Personal L3,Offer1,Agent,784.8,SUV,2,low
6739,Extended,College,Medical Leave,F,15300,"17.7,78.2",Suburban,Married,85,17,16,NA,9,Personal Auto,Personal L2,Offer3,Call Center,408,Four-Door Car,3,low
5353,Basic,High School or Below,Employed,F,31283,"17.5,78",Suburban,Married,105,4,31,0,2,Personal Auto,Personal L1,Offer1,Agent,508.8,SUV,2,high
9130,Basic,College,Unemployed,F,0,"22.2,88.5",Suburban,Single,68,19,2,3,2,Personal Auto,Personal L1,Offer1,Agent,326.4,Four-Door Car,1,high
1926,Extended,Bachelor,Employed,F,25820,"18,79.4",Suburban,Divorced,82,10,69,0,1,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,2,low
9387,Basic,High School or Below,Unemployed,F,0,"22.8,88.3",Suburban,Divorced,63,4,52,0,2,Corporate Auto,Corporate L3,Offer2,Agent,685.12694,Four-Door Car,2,high
3446,Basic,Bachelor,Employed,M,74586,"17.6,77.7",Suburban,Married,103,14,19,0,2,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,2,high
11131,Basic,College,Disabled,F,13483,"19.2,71.9",Suburban,Married,107,9,60,0,1,Personal Auto,Personal L3,Offer1,Branch,556.054702,SUV,2,low
267,Basic,Bachelor,Unemployed,M,0,"19.1,71.7",Suburban,Single,116,20,9,2,6,NA,Personal L3,Offer2,Branch,835.2,Sports Car,2,low
4620,NA,College,Unemployed,F,0,"16.6,78.6",Suburban,Single,112,7,34,1,1,Special Auto,Special L1,Offer1,Agent,806.4,Sports Car,2,low
6233,Extended,High School or Below,Unemployed,M,0,"28,77.3",Suburban,Single,86,18,41,0,1,Personal Auto,Personal L3,Offer1,Web,569.130423,Four-Door Car,2,low
8376,Basic,High School or Below,Unemployed,M,0,"18.7,71.9",Suburban,Single,66,1,61,0,9,Corporate Auto,Corporate L3,Offer2,Web,758.460636,Four-Door Car,3,low
9232,Basic,College,Unemployed,M,0,"29,76.8",Suburban,Married,NA,6,32,0,5,Personal Auto,Personal L1,Offer3,Call Center,566.4,SUV,2,low
4476,Basic,High School or Below,Employed,M,94392,"12.5,80.3",Urban,Married,65,20,47,2,3,Personal Auto,Personal L2,Offer4,Agent,231.537001,Two-Door Car,2,low
